pathway	hgnc_symbol
hsa04020	PPP3R2
hsa04020	PRKACA
hsa04020	PRKACB
hsa04020	PRKACG
hsa04020	PRKCA
hsa04020	PRKCB
hsa04020	PRKCG
hsa04020	LTB4R2
hsa04020	SPHK2
hsa04020	CYSLTR2
hsa04020	PTAFR
hsa04020	PTGER1
hsa04020	PTGER3
hsa04020	PTGFR
hsa04020	STIM2
hsa04020	BDKRB1
hsa04020	BDKRB2
hsa04020	RYR1
hsa04020	RYR2
hsa04020	RYR3
hsa04020	SLC8A2
hsa04020	SLC8A1
hsa04020	SLC8A3
hsa04020	STIM1
hsa04020	TACR2
hsa04020	TACR1
hsa04020	TACR3
hsa04020	TBXA2R
hsa04020	TNNC2
hsa04020	TNNC1
hsa04020	TRHR
hsa04020	VDAC1
hsa04020	VDAC2
hsa04020	VDAC3
hsa04020	CACNA1A
hsa04020	CACNA1B
hsa04020	CACNA1C
hsa04020	CACNA1D
hsa04020	CACNA1E
hsa04020	CACNA1F
hsa04020	CACNA1S
hsa04020	CXCR4
hsa04020	CALM1
hsa04020	ORAI2
hsa04020	ITPKC
hsa04020	CALM2
hsa04020	CALM3
hsa04020	CALML3
hsa04020	CAMK4
hsa04020	CAMK2A
hsa04020	CAMK2B
hsa04020	CAMK2D
hsa04020	CAMK2G
hsa04020	SLC25A31
hsa04020	PLCD4
hsa04020	ORAI1
hsa04020	MYLK2
hsa04020	CCKAR
hsa04020	CCKBR
hsa04020	SPHK1
hsa04020	CACNA1I
hsa04020	CACNA1H
hsa04020	CACNA1G
hsa04020	PLCZ1
hsa04020	MCU
hsa04020	P2RX6
hsa04020	MYLK3
hsa04020	CALML4
hsa04020	ORAI3
hsa04020	CD38
hsa04020	GNA14
hsa04022	AKT3
hsa04022	MEF2B
hsa04022	PPIF
hsa04022	KCNMB2
hsa04022	MRVI1
hsa04022	MYL9
hsa04022	CREB3
hsa04022	GNA13
hsa04022	ADCY1
hsa04022	ADCY2
hsa04022	ADCY3
hsa04022	ADCY5
hsa04022	ADCY6
hsa04022	ADCY7
hsa04022	ADCY8
hsa04022	ADCY9
hsa04022	CNGB1
hsa04022	CNGA1
hsa04022	ADORA1
hsa04022	CREB1
hsa04022	ATF2
hsa04022	ATF6B
hsa04022	ADORA3
hsa04022	ADRA1D
hsa04022	PIK3R6
hsa04022	ADRA1B
hsa04022	ADRA1A
hsa04022	CREB3L4
hsa04022	ADRA2A
hsa04022	ADRA2B
hsa04022	ADRA2C
hsa04022	ADRB1
hsa04022	ADRB2
hsa04022	ADRB3
hsa04022	KCNU1
hsa04022	CALML6
hsa04022	AGTR1
hsa04022	EDNRA
hsa04022	EDNRB
hsa04022	ADCY4
hsa04022	AKT1
hsa04022	AKT2
hsa04022	PLCB1
hsa04022	ATP1B4
hsa04022	PIK3R5
hsa04022	GATA4
hsa04022	KCNMB3
hsa04022	KCNMB4
hsa04022	GNA11
hsa04022	GNA12
hsa04022	GNAI1
hsa04022	GNAI2
hsa04022	GNAI3
hsa04022	GNAQ
hsa04022	SLC25A4
hsa04022	SLC25A5
hsa04022	SLC25A6
hsa04022	GTF2I
hsa04022	GUCY1A2
hsa04022	GUCY1A1
hsa04022	GUCY1B1
hsa04022	MYLK4
hsa04022	INS
hsa04022	INSR
hsa04022	IRS1
hsa04022	ITPR1
hsa04022	ITPR2
hsa04022	ITPR3
hsa04022	KCNJ8
hsa04022	KCNMA1
hsa04022	KCNMB1
hsa04022	RHOA
hsa04022	MEF2A
hsa04022	BORCS8-MEF2B
hsa04022	MEF2C
hsa04022	MEF2D
hsa04022	MYH7
hsa04022	MYLK
hsa04022	PPP1R12A
hsa04022	ATF4
hsa04022	ATP1A1
hsa04022	ATP1A2
hsa04022	NFATC1
hsa04022	NFATC2
hsa04022	NFATC3
hsa04022	NFATC4
hsa04022	ATP1A3
hsa04022	ATP1A4
hsa04022	ATP1B1
hsa04022	ATP1B2
hsa04022	ATP1B3
hsa04022	NOS3
hsa04022	FXYD2
hsa04022	ATP2A1
hsa04022	NPPB
hsa04022	ATP2A2
hsa04022	NPR1
hsa04022	NPR2
hsa04022	ATP2A3
hsa04022	ATP2B1
hsa04022	ATP2B2
hsa04022	ATP2B3
hsa04022	ATP2B4
hsa04022	OPRD1
hsa04022	PDE2A
hsa04022	PDE3A
hsa04022	PDE3B
hsa04022	CALML5
hsa04022	PIK3CG
hsa04022	PLCB2
hsa04022	PLCB3
hsa04022	PLCB4
hsa04022	PLN
hsa04022	PPP1CA
hsa04022	PPP1CB
hsa04022	PPP1CC
hsa04022	PPP3CA
hsa04022	PPP3CB
hsa04022	PPP3CC
hsa04022	PPP3R1
hsa04022	PPP3R2
hsa04022	PRKCE
hsa04022	PRKG1
hsa04022	PRKG2
hsa04022	MAPK1
hsa04022	MAPK3
hsa04022	MAP2K1
hsa04022	MAP2K2
hsa04022	BAD
hsa04022	RAF1
hsa04022	RGS2
hsa04022	ROCK1
hsa04022	BDKRB2
hsa04022	CREB3L2
hsa04022	SLC8A2
hsa04022	SLC8A1
hsa04022	SLC8A3
hsa04022	SRF
hsa04022	TRPC6
hsa04022	VASP
hsa04022	VDAC1
hsa04022	VDAC2
hsa04022	VDAC3
hsa04022	CACNA1C
hsa04022	CACNA1D
hsa04022	CACNA1F
hsa04022	CACNA1S
hsa04022	CALM1
hsa04022	CALM2
hsa04022	CALM3
hsa04022	CALML3
hsa04022	SLC25A31
hsa04022	CREB3L3
hsa04022	IRS4
hsa04022	
hsa04022	MYLK2
hsa04022	PDE5A
hsa04022	IRS2
hsa04022	CREB3L1
hsa04022	MYLK3
hsa04022	CALML4
hsa04022	ROCK2
hsa04022	GTF2IRD1
hsa04022	CREB5
hsa04024	AKT3
hsa04024	HCN4
hsa04024	ABCC4
hsa04024	MYL9
hsa04024	RAPGEF3
hsa04024	VAV3
hsa04024	CREB3
hsa04024	ADCY1
hsa04024	ADCY2
hsa04024	CFTR
hsa04024	ADCY3
hsa04024	RAPGEF4
hsa04024	ADCY5
hsa04024	ADCY6
hsa04024	CHRM1
hsa04024	CHRM2
hsa04024	ADCY7
hsa04024	ADCY8
hsa04024	ADCY9
hsa04024	GRIN3A
hsa04024	GRIN3B
hsa04024	ADCYAP1R1
hsa04024	CNGB1
hsa04024	CNGA1
hsa04024	CNGA2
hsa04024	CNGA3
hsa04024	CNGA4
hsa04024	ADORA1
hsa04024	ADORA2A
hsa04024	CREB1
hsa04024	CREBBP
hsa04024	GPR119
hsa04024	CREB3L4
hsa04024	ADRB1
hsa04024	ADRB2
hsa04024	CALML6
hsa04024	DRD1
hsa04024	DRD2
hsa04024	DRD5
hsa04024	EDNRA
hsa04024	ADCY4
hsa04024	EP300
hsa04024	AKT1
hsa04024	AKT2
hsa04024	F2R
hsa04024	RRAS2
hsa04024	ATP1B4
hsa04024	FOS
hsa04024	FSHB
hsa04024	FSHR
hsa04024	GABBR1
hsa04024	AMH
hsa04024	GHSR
hsa04024	GIPR
hsa04024	HCAR1
hsa04024	GLI1
hsa04024	GLI3
hsa04024	GLP1R
hsa04024	GNAI1
hsa04024	GNAI2
hsa04024	GNAI3
hsa04024	GNAS
hsa04024	FFAR2
hsa04024	GRIA1
hsa04024	GRIA2
hsa04024	GRIA3
hsa04024	GRIA4
hsa04024	GRIN1
hsa04024	GRIN2A
hsa04024	GRIN2B
hsa04024	GRIN2C
hsa04024	GRIN2D
hsa04024	HTR1A
hsa04024	HTR1B
hsa04024	HTR1D
hsa04024	HTR1E
hsa04024	HTR1F
hsa04024	HTR4
hsa04024	HTR6
hsa04024	HCAR2
hsa04024	JUN
hsa04024	RHOA
hsa04024	LIPE
hsa04024	MC2R
hsa04024	AFDN
hsa04024	PPP1R12A
hsa04024	ATP1A1
hsa04024	ATP1A2
hsa04024	NFATC1
hsa04024	ATP1A3
hsa04024	NFKB1
hsa04024	NFKBIA
hsa04024	ATP1A4
hsa04024	ATP1B1
hsa04024	ATP1B2
hsa04024	ATP1B3
hsa04024	NPY
hsa04024	FXYD2
hsa04024	ATP2A2
hsa04024	NPR1
hsa04024	NPY1R
hsa04024	ATP2B1
hsa04024	ATP2B2
hsa04024	ATP2B3
hsa04024	ATP2B4
hsa04024	OXTR
hsa04024	PAK1
hsa04024	ACOX1
hsa04024	PLCE1
hsa04024	PDE3A
hsa04024	PDE3B
hsa04024	PDE4A
hsa04024	PDE4B
hsa04024	
hsa04024	PDE4C
hsa04024	PDE4D
hsa04024	GHRL
hsa04024	CALML5
hsa04024	PIK3CA
hsa04024	PIK3CB
hsa04024	PIK3CD
hsa04024	PIK3R1
hsa04024	PIK3R2
hsa04024	PLD1
hsa04024	PLD2
hsa04024	FXYD1
hsa04024	PLN
hsa04024	PPARA
hsa04024	CNGB3
hsa04024	PPP1CA
hsa04024	PPP1CB
hsa04024	PPP1CC
hsa04024	PRKACA
hsa04024	PRKACB
hsa04024	PRKACG
hsa04024	ADCY10
hsa04024	MAPK1
hsa04024	MAPK3
hsa04024	MAPK8
hsa04024	MAPK9
hsa04024	MAPK10
hsa04024	MAP2K1
hsa04024	MAP2K2
hsa04024	SUCNR1
hsa04024	BAD
hsa04024	PTCH1
hsa04024	PTGER2
hsa04024	PTGER3
hsa04024	RAC1
hsa04024	RAC2
hsa04024	RAC3
hsa04024	RAF1
hsa04024	RAP1A
hsa04024	RAP1B
hsa04024	RELA
hsa04024	ROCK1
hsa04024	HCN2
hsa04024	RRAS
hsa04024	RYR2
hsa04024	BDNF
hsa04024	HHIP
hsa04024	ARAP3
hsa04024	CREB3L2
hsa04024	SLC9A1
hsa04024	SOX9
hsa04024	BRAF
hsa04024	SSTR1
hsa04024	SSTR2
hsa04024	SSTR5
hsa04024	TIAM1
hsa04024	TNNI3
hsa04024	TSHR
hsa04024	VAV1
hsa04024	VAV2
hsa04024	VIPR2
hsa04024	CACNA1C
hsa04024	CACNA1D
hsa04024	CACNA1F
hsa04024	CACNA1S
hsa04024	CALM1
hsa04024	CALM2
hsa04024	CALM3
hsa04024	CALML3
hsa04024	CAMK4
hsa04024	CAMK2A
hsa04024	CAMK2B
hsa04024	CAMK2D
hsa04024	CAMK2G
hsa04024	ACOX3
hsa04024	PPP1R1B
hsa04024	CREB3L3
hsa04024	ORAI1
hsa04024	PIK3R3
hsa04024	HCAR3
hsa04024	CREB3L1
hsa04024	CALML4
hsa04024	ROCK2
hsa04024	GABBR2
hsa04024	CREB5
hsa04060	GDF11
hsa04060	CCL26
hsa04060	CXCL13
hsa04060	CXCR6
hsa04060	TNFSF13B
hsa04060	CCR9
hsa04060	CCL27
hsa04060	EDAR
hsa04060	IL24
hsa04060	IL17F
hsa04060	TNFRSF13C
hsa04060	CCR1
hsa04060	CCR3
hsa04060	CCR4
hsa04060	CCR5
hsa04060	CCR6
hsa04060	CCR7
hsa04060	CCR8
hsa04060	CNTF
hsa04060	CNTFR
hsa04060	ACVR1C
hsa04060	IL17RE
hsa04060	IL31RA
hsa04060	CSF1
hsa04060	CSF1R
hsa04060	CSF2
hsa04060	CSF2RA
hsa04060	CSF2RB
hsa04060	CSF3
hsa04060	CSF3R
hsa04060	CSH1
hsa04060	CSH2
hsa04060	IL34
hsa04060	CTF1
hsa04060	IL23R
hsa04060	GDF7
hsa04060	CX3CR1
hsa04060	IFNLR1
hsa04060	EDA
hsa04060	EPO
hsa04060	EPOR
hsa04060	TNFRSF13B
hsa04060	CLCF1
hsa04060	IL17RA
hsa04060	IL27
hsa04060	IL36RN
hsa04060	CERS1
hsa04060	GDF2
hsa04060	MSTN
hsa04060	GDF9
hsa04060	GDF10
hsa04060	AMH
hsa04060	GH1
hsa04060	GH2
hsa04060	AMHR2
hsa04060	GHR
hsa04060	IL36B
hsa04060	IL37
hsa04060	IL36A
hsa04060	IL17C
hsa04060	IL17B
hsa04060	TNFRSF21
hsa04060	BMP10
hsa04060	CCR10
hsa04060	IFNL2
hsa04060	IFNL3
hsa04060	IFNL1
hsa04060	XCR1
hsa04060	CXCR3
hsa04060	CXCL17
hsa04060	CXCL1
hsa04060	CXCL2
hsa04060	CXCL3
hsa04060	IL19
hsa04060	IFNE
hsa04060	IFNA1
hsa04060	IFNA2
hsa04060	IFNA4
hsa04060	IFNA5
hsa04060	IFNA6
hsa04060	IFNA7
hsa04060	IFNA8
hsa04060	IFNA10
hsa04060	IFNA13
hsa04060	IFNA14
hsa04060	IFNA16
hsa04060	IFNA17
hsa04060	IFNA21
hsa04060	IFNAR1
hsa04060	IFNAR2
hsa04060	IFNB1
hsa04060	IFNG
hsa04060	IFNGR1
hsa04060	IFNGR2
hsa04060	IFNW1
hsa04060	BMP8A
hsa04060	FAS
hsa04060	IL1A
hsa04060	IL1B
hsa04060	IL1R1
hsa04060	IL1RAP
hsa04060	IL1RN
hsa04060	IL2
hsa04060	IL2RA
hsa04060	FASLG
hsa04060	IL2RB
hsa04060	IL2RG
hsa04060	IL3
hsa04060	IL3RA
hsa04060	IL4
hsa04060	IL4R
hsa04060	IL5
hsa04060	IL5RA
hsa04060	IL6
hsa04060	IL6R
hsa04060	IL6ST
hsa04060	IL7
hsa04060	IL7R
hsa04060	CXCL8
hsa04060	CXCR1
hsa04060	IL9
hsa04060	CXCR2
hsa04060	IL9R
hsa04060	IL10
hsa04060	IL10RA
hsa04060	IL10RB
hsa04060	IL11
hsa04060	IL11RA
hsa04060	IL12A
hsa04060	IL12B
hsa04060	IL12RB1
hsa04060	IL12RB2
hsa04060	IL13
hsa04060	IL13RA1
hsa04060	IL13RA2
hsa04060	IL15
hsa04060	IL15RA
hsa04060	IL16
hsa04060	TNFRSF9
hsa04060	IL17A
hsa04060	IL18
hsa04060	INHA
hsa04060	INHBA
hsa04060	INHBB
hsa04060	INHBC
hsa04060	CXCL10
hsa04060	IL31
hsa04060	CCL4L2
hsa04060	GDF6
hsa04060	LEP
hsa04060	LEPR
hsa04060	LIF
hsa04060	LIFR
hsa04060	LTA
hsa04060	LTB
hsa04060	LTBR
hsa04060	CCL3L3
hsa04060	CCL3L1
hsa04060	CXCL9
hsa04060	MPL
hsa04060	NGF
hsa04060	NGFR
hsa04060	NODAL
hsa04060	TNFRSF11B
hsa04060	OSM
hsa04060	IL20
hsa04060	IL21R
hsa04060	IL22
hsa04060	TNFRSF12A
hsa04060	ACKR4
hsa04060	IL23A
hsa04060	PF4
hsa04060	PF4V1
hsa04060	IL17D
hsa04060	IL20RA
hsa04060	IL20RB
hsa04060	PPBP
hsa04060	TNFRSF19
hsa04060	IL17RB
hsa04060	IL26
hsa04060	PRL
hsa04060	PRLR
hsa04060	IL36G
hsa04060	CCL28
hsa04060	IFNK
hsa04060	ACKR3
hsa04060	CXCL16
hsa04060	IL22RA1
hsa04060	IL21
hsa04060	EDA2R
hsa04060	TNFRSF17
hsa04060	CCL1
hsa04060	CCL2
hsa04060	CCL3
hsa04060	CCL4
hsa04060	CCL5
hsa04060	CCL7
hsa04060	CCL8
hsa04060	CCL11
hsa04060	CCL13
hsa04060	CCL14
hsa04060	CCL15
hsa04060	CCL16
hsa04060	CCL17
hsa04060	CCL18
hsa04060	CCL19
hsa04060	CCL20
hsa04060	CCL21
hsa04060	CCL22
hsa04060	CCL23
hsa04060	CCL24
hsa04060	CCL25
hsa04060	CXCL6
hsa04060	CXCL11
hsa04060	CXCL5
hsa04060	XCL1
hsa04060	CX3CL1
hsa04060	CXCL12
hsa04060	CRLF2
hsa04060	CXCR5
hsa04060	IL25
hsa04060	BMP2
hsa04060	BMP3
hsa04060	BMP4
hsa04060	BMP5
hsa04060	BMP6
hsa04060	BMP7
hsa04060	BMP8B
hsa04060	BMPR1A
hsa04060	BMPR1B
hsa04060	BMPR2
hsa04060	XCL2
hsa04060	TGFB1
hsa04060	TGFB2
hsa04060	TGFB3
hsa04060	TGFBR1
hsa04060	TGFBR2
hsa04060	THPO
hsa04060	TNF
hsa04060	TNFRSF1A
hsa04060	TNFRSF1B
hsa04060	TNFSF4
hsa04060	CCR2
hsa04060	TNFRSF4
hsa04060	IL1R2
hsa04060	CXCR4
hsa04060	GDF5
hsa04060	INHBE
hsa04060	IL1F10
hsa04060	IL17RC
hsa04060	RELT
hsa04060	TSLP
hsa04060	TNFSF11
hsa04060	TNFRSF25
hsa04060	TNFSF14
hsa04060	TNFSF13
hsa04060	TNFSF12
hsa04060	TNFSF10
hsa04060	TNFSF9
hsa04060	TNFRSF14
hsa04060	TNFRSF6B
hsa04060	TNFRSF18
hsa04060	TNFRSF11A
hsa04060	TNFRSF10D
hsa04060	TNFRSF10C
hsa04060	TNFRSF10B
hsa04060	TNFRSF10A
hsa04060	IL18RAP
hsa04060	IL1RL2
hsa04060	IL18R1
hsa04060	TNFSF18
hsa04060	ACVR1
hsa04060	IL33
hsa04060	ACVR1B
hsa04060	IL1RL1
hsa04060	OSMR
hsa04060	ACVR2A
hsa04060	CD4
hsa04060	BMP15
hsa04060	IL32
hsa04060	ACVR2B
hsa04060	CD27
hsa04060	ACVRL1
hsa04060	TNFRSF8
hsa04060	TNFSF8
hsa04060	IL27RA
hsa04060	GDF15
hsa04060	CXCL14
hsa04060	
hsa04060	GDF3
hsa04060	CD40
hsa04060	CD40LG
hsa04060	CD70
hsa04060	TNFSF15
hsa04062	AKT3
hsa04062	RASGRP2
hsa04062	CCL26
hsa04062	VAV3
hsa04062	CXCL13
hsa04062	CXCR6
hsa04062	GNB5
hsa04062	ADCY1
hsa04062	ADCY2
hsa04062	CCR9
hsa04062	CCL27
hsa04062	ADCY3
hsa04062	ADCY5
hsa04062	ADCY6
hsa04062	ADCY7
hsa04062	ADCY8
hsa04062	CHUK
hsa04062	ADCY9
hsa04062	CCR1
hsa04062	CCR3
hsa04062	CCR4
hsa04062	CCR5
hsa04062	CCR6
hsa04062	CCR7
hsa04062	CCR8
hsa04062	GRK7
hsa04062	CRK
hsa04062	CRKL
hsa04062	PIK3R6
hsa04062	CX3CR1
hsa04062	GRK2
hsa04062	GRK3
hsa04062	DOCK2
hsa04062	ADCY4
hsa04062	AKT1
hsa04062	AKT2
hsa04062	PTK2B
hsa04062	FGR
hsa04062	FOXO3
hsa04062	PLCB1
hsa04062	PIK3R5
hsa04062	SHC2
hsa04062	GNAI1
hsa04062	GNAI2
hsa04062	GNAI3
hsa04062	GNB1
hsa04062	GNB2
hsa04062	GNB3
hsa04062	GNG3
hsa04062	GNG4
hsa04062	GNG5
hsa04062	GNG7
hsa04062	GNG10
hsa04062	GNG11
hsa04062	GNGT1
hsa04062	GNGT2
hsa04062	CCR10
hsa04062	XCR1
hsa04062	CXCR3
hsa04062	GRK4
hsa04062	GRK5
hsa04062	GRK6
hsa04062	GRB2
hsa04062	CXCL1
hsa04062	CXCL2
hsa04062	CXCL3
hsa04062	GSK3A
hsa04062	GSK3B
hsa04062	HCK
hsa04062	HRAS
hsa04062	IKBKB
hsa04062	CXCL8
hsa04062	CXCR1
hsa04062	CXCR2
hsa04062	CXCL10
hsa04062	ITK
hsa04062	JAK2
hsa04062	JAK3
hsa04062	KRAS
hsa04062	RHOA
hsa04062	CCL4L2
hsa04062	SHC4
hsa04062	LYN
hsa04062	ARRB1
hsa04062	ARRB2
hsa04062	CCL3L3
hsa04062	CCL3L1
hsa04062	CXCL9
hsa04062	NFKB1
hsa04062	NFKBIA
hsa04062	NFKBIB
hsa04062	NRAS
hsa04062	PAK1
hsa04062	GNG13
hsa04062	PF4
hsa04062	PF4V1
hsa04062	PIK3CA
hsa04062	PIK3CB
hsa04062	PIK3CD
hsa04062	PIK3CG
hsa04062	PIK3R1
hsa04062	PIK3R2
hsa04062	PLCB2
hsa04062	PLCB3
hsa04062	PLCB4
hsa04062	SHC3
hsa04062	GNG2
hsa04062	PPBP
hsa04062	PRKACA
hsa04062	PRKACB
hsa04062	PRKACG
hsa04062	PRKCB
hsa04062	PRKCD
hsa04062	PRKCZ
hsa04062	MAPK1
hsa04062	MAPK3
hsa04062	GNG12
hsa04062	MAP2K1
hsa04062	PARD3
hsa04062	CCL28
hsa04062	BAD
hsa04062	PTK2
hsa04062	PREX1
hsa04062	CXCL16
hsa04062	PXN
hsa04062	RAC1
hsa04062	RAC2
hsa04062	RAF1
hsa04062	RAP1A
hsa04062	RAP1B
hsa04062	GNB4
hsa04062	RELA
hsa04062	GRK1
hsa04062	ROCK1
hsa04062	CCL1
hsa04062	CCL2
hsa04062	CCL3
hsa04062	CCL4
hsa04062	CCL5
hsa04062	CCL7
hsa04062	CCL8
hsa04062	CCL11
hsa04062	CCL13
hsa04062	CCL14
hsa04062	CCL15
hsa04062	CCL16
hsa04062	CCL17
hsa04062	CCL18
hsa04062	CCL19
hsa04062	CCL20
hsa04062	CCL21
hsa04062	CCL22
hsa04062	CCL23
hsa04062	CCL24
hsa04062	CCL25
hsa04062	CXCL6
hsa04062	CXCL11
hsa04062	CXCL5
hsa04062	XCL1
hsa04062	CX3CL1
hsa04062	CXCL12
hsa04062	CXCR5
hsa04062	SHC1
hsa04062	NCF1
hsa04062	SOS1
hsa04062	SOS2
hsa04062	SRC
hsa04062	BRAF
hsa04062	STAT1
hsa04062	STAT2
hsa04062	STAT3
hsa04062	STAT5B
hsa04062	XCL2
hsa04062	TIAM1
hsa04062	CCR2
hsa04062	VAV1
hsa04062	VAV2
hsa04062	WAS
hsa04062	CXCR4
hsa04062	PIK3R3
hsa04062	IKBKG
hsa04062	WASL
hsa04062	GNG8
hsa04062	ROCK2
hsa04062	CXCL14
hsa04062	
hsa04062	BCAR1
hsa04062	ELMO1
hsa04062	CDC42
hsa04064	
hsa04064	TAB1
hsa04064	TNFSF13B
hsa04064	MALT1
hsa04064	TIRAP
hsa04064	CHUK
hsa04064	TNFRSF13C
hsa04064	PARP1
hsa04064	CSNK2A1
hsa04064	CSNK2A2
hsa04064	CSNK2B
hsa04064	TICAM1
hsa04064	ERC1
hsa04064	TAB2
hsa04064	DDX58
hsa04064	LY96
hsa04064	TAB3
hsa04064	LAT
hsa04064	CSNK2A3
hsa04064	CXCL2
hsa04064	BLNK
hsa04064	CARD10
hsa04064	BIRC2
hsa04064	BIRC3
hsa04064	XIAP
hsa04064	ICAM1
hsa04064	TICAM2
hsa04064	IKBKB
hsa04064	IL1B
hsa04064	IL1R1
hsa04064	CXCL8
hsa04064	IRAK1
hsa04064	CCL4L2
hsa04064	LBP
hsa04064	LCK
hsa04064	LTA
hsa04064	LTB
hsa04064	LTBR
hsa04064	LYN
hsa04064	MYD88
hsa04064	GADD45B
hsa04064	ATM
hsa04064	NFKB1
hsa04064	NFKB2
hsa04064	NFKBIA
hsa04064	IRAK4
hsa04064	PIAS4
hsa04064	PLAU
hsa04064	PLCG1
hsa04064	PLCG2
hsa04064	PIDD1
hsa04064	PRKCB
hsa04064	PRKCQ
hsa04064	PTGS2
hsa04064	BCL2
hsa04064	BCL2A1
hsa04064	RELA
hsa04064	RELB
hsa04064	BCL2L1
hsa04064	CCL4
hsa04064	CCL13
hsa04064	CCL19
hsa04064	CCL21
hsa04064	CXCL12
hsa04064	SYK
hsa04064	MAP3K7
hsa04064	BTK
hsa04064	TLR4
hsa04064	TNF
hsa04064	TNFAIP3
hsa04064	TNFRSF1A
hsa04064	TRAF1
hsa04064	TRAF2
hsa04064	TRAF3
hsa04064	TRAF5
hsa04064	TRAF6
hsa04064	UBE2I
hsa04064	VCAM1
hsa04064	ZAP70
hsa04064	TRIM25
hsa04064	CARD14
hsa04064	CARD11
hsa04064	IKBKG
hsa04064	TNFSF11
hsa04064	TRADD
hsa04064	RIPK1
hsa04064	TNFSF14
hsa04064	TNFRSF11A
hsa04064	CFLAR
hsa04064	BCL10
hsa04064	MAP3K14
hsa04064	CD14
hsa04064	CD40
hsa04064	CD40LG
hsa04066	AKT3
hsa04066	CDKN1A
hsa04066	CDKN1B
hsa04066	EGLN2
hsa04066	EGLN3
hsa04066	CREBBP
hsa04066	CYBB
hsa04066	EDN1
hsa04066	EGF
hsa04066	EGFR
hsa04066	EIF4E
hsa04066	EIF4EBP1
hsa04066	ENO1
hsa04066	ENO2
hsa04066	ENO3
hsa04066	EP300
hsa04066	EPO
hsa04066	ERBB2
hsa04066	AKT1
hsa04066	AKT2
hsa04066	ALDOA
hsa04066	
hsa04066	FLT1
hsa04066	MTOR
hsa04066	EIF4E1B
hsa04066	GAPDH
hsa04066	ANGPT1
hsa04066	ANGPT2
hsa04066	MKNK2
hsa04066	HIF1A
hsa04066	HK1
hsa04066	HK2
hsa04066	HK3
hsa04066	HMOX1
hsa04066	IFNG
hsa04066	IFNGR1
hsa04066	IFNGR2
hsa04066	IGF1
hsa04066	IGF1R
hsa04066	IL6
hsa04066	IL6R
hsa04066	INS
hsa04066	INSR
hsa04066	ENO4
hsa04066	LDHA
hsa04066	ARNT
hsa04066	LTBR
hsa04066	NFKB1
hsa04066	NOS2
hsa04066	NOS3
hsa04066	NPPA
hsa04066	SERPINE1
hsa04066	ANGPT4
hsa04066	PDHA1
hsa04066	PDHA2
hsa04066	PDHB
hsa04066	PDK1
hsa04066	PFKFB3
hsa04066	PFKL
hsa04066	PGK1
hsa04066	PIK3CA
hsa04066	PIK3CB
hsa04066	PIK3CD
hsa04066	PIK3R1
hsa04066	PIK3R2
hsa04066	PLCG1
hsa04066	PLCG2
hsa04066	EGLN1
hsa04066	PRKCA
hsa04066	PRKCB
hsa04066	PRKCG
hsa04066	MAPK1
hsa04066	MAPK3
hsa04066	MAP2K1
hsa04066	MAP2K2
hsa04066	BCL2
hsa04066	RELA
hsa04066	RPS6
hsa04066	RPS6KB1
hsa04066	RPS6KB2
hsa04066	SLC2A1
hsa04066	STAT3
hsa04066	ELOC
hsa04066	ELOB
hsa04066	TEK
hsa04066	TF
hsa04066	TFRC
hsa04066	TIMP1
hsa04066	TLR4
hsa04066	VEGFA
hsa04066	VHL
hsa04066	HKDC1
hsa04066	CAMK2A
hsa04066	CAMK2B
hsa04066	CAMK2D
hsa04066	CAMK2G
hsa04066	CUL2
hsa04066	PIK3R3
hsa04066	MKNK1
hsa04066	EIF4E2
hsa04066	RBX1
hsa04068	AKT3
hsa04068	FOXO6
hsa04068	
hsa04068	BCL2L11
hsa04068	SGK3
hsa04068	SGK2
hsa04068	CDK2
hsa04068	CDKN1A
hsa04068	CDKN1B
hsa04068	TPTEP2-CSNK1E
hsa04068	CDKN2B
hsa04068	CDKN2D
hsa04068	KLF2
hsa04068	PLK4
hsa04068	PLK2
hsa04068	GADD45G
hsa04068	GABARAP
hsa04068	GABARAPL2
hsa04068	CHUK
hsa04068	FBXO32
hsa04068	AGAP2
hsa04068	PLK3
hsa04068	CREBBP
hsa04068	MAPK14
hsa04068	CSNK1E
hsa04068	GADD45A
hsa04068	S1PR1
hsa04068	EGF
hsa04068	EGFR
hsa04068	EP300
hsa04068	AKT1
hsa04068	AKT2
hsa04068	FOXG1
hsa04068	FOXO1
hsa04068	FOXO3
hsa04068	SIRT1
hsa04068	GABARAPL1
hsa04068	G6PC
hsa04068	FBXO25
hsa04068	GRB2
hsa04068	GRM1
hsa04068	HRAS
hsa04068	PRMT1
hsa04068	IGF1
hsa04068	IGF1R
hsa04068	IKBKB
hsa04068	FASLG
hsa04068	IL6
hsa04068	IL7R
hsa04068	IL10
hsa04068	INS
hsa04068	INSR
hsa04068	IRS1
hsa04068	ARAF
hsa04068	KRAS
hsa04068	SMAD2
hsa04068	SMAD3
hsa04068	SMAD4
hsa04068	MDM2
hsa04068	FOXO4
hsa04068	GADD45B
hsa04068	ATM
hsa04068	NRAS
hsa04068	PCK1
hsa04068	PCK2
hsa04068	PRKAG2
hsa04068	PDPK1
hsa04068	NLK
hsa04068	PIK3CA
hsa04068	PIK3CB
hsa04068	PIK3CD
hsa04068	PIK3R1
hsa04068	PIK3R2
hsa04068	PLK1
hsa04068	PRKAG3
hsa04068	PRKAA1
hsa04068	PRKAA2
