ChEMBLID	study	gene_name	drug_name	interaction_claim_source
CHEMBL98	Fernandes2016	BRAF	VORINOSTAT	CKB
CHEMBL98	Fernandes2016	MYC	VORINOSTAT	NCI
CHEMBL98	Fernandes2016	ERBB2	VORINOSTAT	NCI
CHEMBL98	Fernandes2016	HDAC1	VORINOSTAT	ChemblInteractions
CHEMBL98	Fernandes2016	HDAC2	VORINOSTAT	ChemblInteractions
CHEMBL98	Fernandes2016	HDAC3	VORINOSTAT	TdgClinicalTrial
CHEMBL98	Fernandes2016	HDAC6	VORINOSTAT	ChemblInteractions
CHEMBL98	Fernandes2016	HDAC9	VORINOSTAT	TALC
CHEMBL98	Fernandes2016	HDAC3	VORINOSTAT	GuideToPharmacologyInteractions
CHEMBL98	Fernandes2016	HDAC9	VORINOSTAT	MyCancerGenome
CHEMBL98	Fernandes2016	HDAC1	VORINOSTAT	MyCancerGenome
CHEMBL98	Fernandes2016	HDAC1	VORINOSTAT	TdgClinicalTrial
CHEMBL98	Fernandes2016	HDAC1	VORINOSTAT	TALC
CHEMBL98	Fernandes2016	PTEN	VORINOSTAT	CKB
CHEMBL98	Fernandes2016	HDAC8	VORINOSTAT	GuideToPharmacologyInteractions
CHEMBL98	Fernandes2016	NPM1	VORINOSTAT	CKB
CHEMBL98	Fernandes2016	HDAC11	VORINOSTAT	GuideToPharmacologyInteractions
CHEMBL98	Fernandes2016	BIRC5	VORINOSTAT	NCI
CHEMBL98	Fernandes2016	HDAC2	VORINOSTAT	GuideToPharmacologyInteractions
CHEMBL98	Fernandes2016	HDAC6	VORINOSTAT	TALC
CHEMBL98	Fernandes2016	HDAC3	VORINOSTAT	TEND
CHEMBL98	Fernandes2016	HDAC9	VORINOSTAT	GuideToPharmacologyInteractions
CHEMBL98	Fernandes2016	HDAC1	VORINOSTAT	GuideToPharmacologyInteractions
CHEMBL98	Fernandes2016	HDAC2	VORINOSTAT	TdgClinicalTrial
CHEMBL98	Fernandes2016	HDAC6	VORINOSTAT	TEND
CHEMBL100014	Fernandes2016	HDAC7	CHEMBL100014	TALC
CHEMBL100014	Fernandes2016	MYC	CHEMBL100014	NCI
CHEMBL100014	Fernandes2016	HDAC5	CHEMBL100014	TALC
CHEMBL100014	Fernandes2016	HDAC4	CHEMBL100014	TALC
CHEMBL100014	Fernandes2016	HDAC1	CHEMBL100014	TTD
CHEMBL100014	Fernandes2016	HDAC9	CHEMBL100014	TALC
CHEMBL100014	Fernandes2016	HDAC3	CHEMBL100014	TALC
CHEMBL100014	Fernandes2016	HDAC8	CHEMBL100014	TALC
CHEMBL100014	Fernandes2016	HDAC1	CHEMBL100014	TALC
CHEMBL100014	Fernandes2016	HDAC2	CHEMBL100014	TALC
CHEMBL1746	Fernandes2016	PDE4A	SODIUM PHENYLBUTYRATE	GuideToPharmacologyInteractions
CHEMBL1746	Fernandes2016	HDAC2	SODIUM PHENYLBUTYRATE	TALC
CHEMBL1746	Fernandes2016	PDE4D	SODIUM PHENYLBUTYRATE	GuideToPharmacologyInteractions
CHEMBL1746	Fernandes2016	HDAC7	SODIUM PHENYLBUTYRATE	TALC
CHEMBL1746	Fernandes2016	CDKN1A	SODIUM PHENYLBUTYRATE	NCI
CHEMBL1746	Fernandes2016	PDE4C	SODIUM PHENYLBUTYRATE	GuideToPharmacologyInteractions
CHEMBL1746	Fernandes2016	HDAC8	SODIUM PHENYLBUTYRATE	TALC
CHEMBL1746	Fernandes2016	PDE4B	SODIUM PHENYLBUTYRATE	GuideToPharmacologyInteractions
CHEMBL1746	Fernandes2016	HDAC4	SODIUM PHENYLBUTYRATE	TALC
CHEMBL1746	Fernandes2016	HDAC1	SODIUM PHENYLBUTYRATE	TALC
CHEMBL1746	Fernandes2016	HDAC5	SODIUM PHENYLBUTYRATE	TALC
CHEMBL1746	Fernandes2016	HDAC3	SODIUM PHENYLBUTYRATE	TALC
CHEMBL1746	Fernandes2016	HDAC9	SODIUM PHENYLBUTYRATE	TALC
CHEMBL483254	Fernandes2016	HDAC4	PANOBINOSTAT	TdgClinicalTrial
CHEMBL483254	Fernandes2016	HDAC1	PANOBINOSTAT	MyCancerGenome
CHEMBL483254	Fernandes2016	HDAC8	PANOBINOSTAT	TALC
CHEMBL483254	Fernandes2016	HDAC2	PANOBINOSTAT	TdgClinicalTrial
CHEMBL483254	Fernandes2016	HDAC6	PANOBINOSTAT	TALC
CHEMBL483254	Fernandes2016	HDAC2	PANOBINOSTAT	TALC
CHEMBL483254	Fernandes2016	HDAC11	PANOBINOSTAT	TdgClinicalTrial
CHEMBL483254	Fernandes2016	HDAC5	PANOBINOSTAT	TALC
CHEMBL483254	Fernandes2016	HDAC10	PANOBINOSTAT	TdgClinicalTrial
CHEMBL483254	Fernandes2016	BAP1	PANOBINOSTAT	CIViC
CHEMBL483254	Fernandes2016	HDAC3	PANOBINOSTAT	TdgClinicalTrial
CHEMBL483254	Fernandes2016	KRAS	PANOBINOSTAT	CKB
CHEMBL483254	Fernandes2016	HDAC9	PANOBINOSTAT	MyCancerGenome
CHEMBL483254	Fernandes2016	HDAC7	PANOBINOSTAT	TdgClinicalTrial
CHEMBL483254	Fernandes2016	HDAC4	PANOBINOSTAT	MyCancerGenome
CHEMBL483254	Fernandes2016	HDAC7	PANOBINOSTAT	GuideToPharmacologyInteractions
CHEMBL483254	Fernandes2016	HDAC4	PANOBINOSTAT	GuideToPharmacologyInteractions
CHEMBL483254	Fernandes2016	HDAC9	PANOBINOSTAT	TdgClinicalTrial
CHEMBL483254	Fernandes2016	HDAC9	PANOBINOSTAT	GuideToPharmacologyInteractions
CHEMBL483254	Fernandes2016	HDAC4	PANOBINOSTAT	TALC
CHEMBL483254	Fernandes2016	KMT2A	PANOBINOSTAT	CKB
CHEMBL483254	Fernandes2016	HDAC7	PANOBINOSTAT	TALC
CHEMBL483254	Fernandes2016	HDAC6	PANOBINOSTAT	GuideToPharmacologyInteractions
CHEMBL483254	Fernandes2016	HDAC10	PANOBINOSTAT	TALC
CHEMBL483254	Fernandes2016	HDAC11	PANOBINOSTAT	TALC
CHEMBL483254	Fernandes2016	HDAC1	PANOBINOSTAT	TTD
CHEMBL483254	Fernandes2016	HDAC1	PANOBINOSTAT	TALC
CHEMBL483254	Fernandes2016	HDAC8	PANOBINOSTAT	TdgClinicalTrial
CHEMBL483254	Fernandes2016	SMARCB1	PANOBINOSTAT	CIViC
CHEMBL483254	Fernandes2016	HDAC1	PANOBINOSTAT	GuideToPharmacologyInteractions
CHEMBL483254	Fernandes2016	BRAF	PANOBINOSTAT	CKB
CHEMBL483254	Fernandes2016	HDAC6	PANOBINOSTAT	TdgClinicalTrial
CHEMBL483254	Fernandes2016	HDAC5	PANOBINOSTAT	TdgClinicalTrial
CHEMBL483254	Fernandes2016	HDAC8	PANOBINOSTAT	GuideToPharmacologyInteractions
CHEMBL483254	Fernandes2016	HDAC3	PANOBINOSTAT	GuideToPharmacologyInteractions
CHEMBL483254	Fernandes2016	HDAC1	PANOBINOSTAT	CancerCommons
CHEMBL483254	Fernandes2016	HDAC7	PANOBINOSTAT	MyCancerGenome
CHEMBL483254	Fernandes2016	HDAC2	PANOBINOSTAT	GuideToPharmacologyInteractions
CHEMBL483254	Fernandes2016	HDAC9	PANOBINOSTAT	TALC
CHEMBL483254	Fernandes2016	HDAC1	PANOBINOSTAT	TdgClinicalTrial
CHEMBL483254	Fernandes2016	HDAC3	PANOBINOSTAT	TALC
CHEMBL109	Fernandes2016	FAS	VALPROIC ACID	NCI
CHEMBL109	Fernandes2016	ACADSB	VALPROIC ACID	TdgClinicalTrial
CHEMBL109	Fernandes2016	HDAC3	VALPROIC ACID	TALC
CHEMBL109	Fernandes2016	BCL2	VALPROIC ACID	NCI
CHEMBL109	Fernandes2016	POLG	VALPROIC ACID	FDA
CHEMBL109	Fernandes2016	HMGCR	VALPROIC ACID	GuideToPharmacologyInteractions
CHEMBL109	Fernandes2016	TSHB	VALPROIC ACID	NCI
CHEMBL109	Fernandes2016	HDAC5	VALPROIC ACID	TALC
CHEMBL109	Fernandes2016	HDAC1	VALPROIC ACID	TALC
CHEMBL109	Fernandes2016	BAP1	VALPROIC ACID	CIViC
CHEMBL109	Fernandes2016	MC2R	VALPROIC ACID	NCI
CHEMBL109	Fernandes2016	LEP	VALPROIC ACID	NCI
CHEMBL109	Fernandes2016	ATM	VALPROIC ACID	CKB
CHEMBL109	Fernandes2016	SMN1	VALPROIC ACID	NCI
CHEMBL109	Fernandes2016	GGT1	VALPROIC ACID	NCI
CHEMBL109	Fernandes2016	ABAT	VALPROIC ACID	TEND
CHEMBL109	Fernandes2016	SST	VALPROIC ACID	NCI
CHEMBL109	Fernandes2016	HDAC1	VALPROIC ACID	GuideToPharmacologyInteractions
CHEMBL109	Fernandes2016	HDAC2	VALPROIC ACID	TALC
CHEMBL109	Fernandes2016	HDAC7	VALPROIC ACID	TALC
CHEMBL109	Fernandes2016	HDAC8	VALPROIC ACID	TALC
CHEMBL109	Fernandes2016	ABAT	VALPROIC ACID	TdgClinicalTrial
CHEMBL109	Fernandes2016	HDAC4	VALPROIC ACID	TALC
CHEMBL109	Fernandes2016	HDAC9	VALPROIC ACID	TdgClinicalTrial
CHEMBL109	Fernandes2016	HTT	VALPROIC ACID	TTD
CHEMBL109	Fernandes2016	HDAC9	VALPROIC ACID	TALC
CHEMBL109	Fernandes2016	ALDH5A1	VALPROIC ACID	ChemblInteractions
CHEMBL27759	Fernandes2016	RB1	ENTINOSTAT	CKB
CHEMBL27759	Fernandes2016	HDAC1	ENTINOSTAT	TdgClinicalTrial
CHEMBL27759	Fernandes2016	HDAC11	ENTINOSTAT	ChemblInteractions
CHEMBL27759	Fernandes2016	HDAC1	ENTINOSTAT	TTD
CHEMBL27759	Fernandes2016	CRHR2	ENTINOSTAT	TTD
CHEMBL27759	Fernandes2016	HDAC1	ENTINOSTAT	TALC
CHEMBL27759	Fernandes2016	HDAC3	ENTINOSTAT	ChemblInteractions
CHEMBL27759	Fernandes2016	HDAC5	ENTINOSTAT	ChemblInteractions
CHEMBL27759	Fernandes2016	HDAC6	ENTINOSTAT	ChemblInteractions
CHEMBL27759	Fernandes2016	HDAC7	ENTINOSTAT	ChemblInteractions
CHEMBL27759	Fernandes2016	HDAC3	ENTINOSTAT	TdgClinicalTrial
CHEMBL27759	Fernandes2016	MAPK12	ENTINOSTAT	TTD
CHEMBL27759	Fernandes2016	HDAC1	ENTINOSTAT	ChemblInteractions
CHEMBL27759	Fernandes2016	HDAC3	ENTINOSTAT	GuideToPharmacologyInteractions
CHEMBL27759	Fernandes2016	HDAC10	ENTINOSTAT	ChemblInteractions
CHEMBL27759	Fernandes2016	FBXW7	ENTINOSTAT	CKB
CHEMBL27759	Fernandes2016	HDAC1	ENTINOSTAT	GuideToPharmacologyInteractions
CHEMBL27759	Fernandes2016	HDAC2	ENTINOSTAT	GuideToPharmacologyInteractions
CHEMBL27759	Fernandes2016	HDAC2	ENTINOSTAT	ChemblInteractions
CHEMBL27759	Fernandes2016	HDAC2	ENTINOSTAT	TALC
CHEMBL27759	Fernandes2016	HDAC4	ENTINOSTAT	ChemblInteractions
CHEMBL27759	Fernandes2016	HDAC8	ENTINOSTAT	ChemblInteractions
CHEMBL27759	Fernandes2016	HDAC3	ENTINOSTAT	TALC
CHEMBL27759	Fernandes2016	ERBB2	ENTINOSTAT	CKB
CHEMBL27759	Fernandes2016	HDAC9	ENTINOSTAT	GuideToPharmacologyInteractions
CHEMBL27759	Fernandes2016	HDAC8	ENTINOSTAT	TALC
CHEMBL1908360	Fernandes2016	VHL	EVEROLIMUS	CKB
CHEMBL1908360	Fernandes2016	STK11	EVEROLIMUS	DoCM
CHEMBL1908360	Fernandes2016	CTNNB1	EVEROLIMUS	CGI
CHEMBL1908360	Fernandes2016	RET	EVEROLIMUS	CKB
CHEMBL1908360	Fernandes2016	GNAQ	EVEROLIMUS	CKB
CHEMBL1908360	Fernandes2016	HRAS	EVEROLIMUS	CKB
CHEMBL1908360	Fernandes2016	PTEN	EVEROLIMUS	ClearityFoundationBiomarkers
CHEMBL1908360	Fernandes2016	MTOR	EVEROLIMUS	DoCM
CHEMBL1908360	Fernandes2016	NRAS	EVEROLIMUS	CKB
CHEMBL1908360	Fernandes2016	ERBB2	EVEROLIMUS	CKB
CHEMBL1908360	Fernandes2016	TSC1	EVEROLIMUS	OncoKB
CHEMBL1908360	Fernandes2016	PIK3CA	EVEROLIMUS	CIViC
CHEMBL1908360	Fernandes2016	BRAF	EVEROLIMUS	CKB
CHEMBL1908360	Fernandes2016	NF1	EVEROLIMUS	CGI
CHEMBL1908360	Fernandes2016	MTOR	EVEROLIMUS	TALC
CHEMBL1908360	Fernandes2016	BAP1	EVEROLIMUS	CIViC
CHEMBL1908360	Fernandes2016	HRAS	EVEROLIMUS	CIViC
CHEMBL1908360	Fernandes2016	EGFR	EVEROLIMUS	CKB
CHEMBL1908360	Fernandes2016	ESR1	EVEROLIMUS	FDA
CHEMBL1908360	Fernandes2016	VHL	EVEROLIMUS	CIViC
CHEMBL1908360	Fernandes2016	ERBB2	EVEROLIMUS	FDA
CHEMBL1908360	Fernandes2016	MTOR	EVEROLIMUS	MyCancerGenome
CHEMBL1908360	Fernandes2016	AKT3	EVEROLIMUS	MyCancerGenomeClinicalTrial
CHEMBL1908360	Fernandes2016	PTEN	EVEROLIMUS	CIViC
CHEMBL1908360	Fernandes2016	KRAS	EVEROLIMUS	ClearityFoundationBiomarkers
CHEMBL1908360	Fernandes2016	NOTCH1	EVEROLIMUS	CKB
CHEMBL1908360	Fernandes2016	FKBP1A	EVEROLIMUS	ClearityFoundationClinicalTrial
CHEMBL1908360	Fernandes2016	AKT1	EVEROLIMUS	CKB
CHEMBL1908360	Fernandes2016	PTEN	EVEROLIMUS	CKB
CHEMBL1908360	Fernandes2016	MTOR	EVEROLIMUS	MyCancerGenomeClinicalTrial
CHEMBL1908360	Fernandes2016	BRCA2	EVEROLIMUS	CKB
CHEMBL1908360	Fernandes2016	FLCN	EVEROLIMUS	CGI
CHEMBL1908360	Fernandes2016	TSC1	EVEROLIMUS	CIViC
CHEMBL1908360	Fernandes2016	TSC2	EVEROLIMUS	CGI
CHEMBL1908360	Fernandes2016	ERBB2	EVEROLIMUS	CGI
CHEMBL1908360	Fernandes2016	MTOR	EVEROLIMUS	ClearityFoundationClinicalTrial
CHEMBL1908360	Fernandes2016	TSC2	EVEROLIMUS	CIViC
CHEMBL1908360	Fernandes2016	TSC1	EVEROLIMUS	CGI
CHEMBL1908360	Fernandes2016	PIK3CA	EVEROLIMUS	OncoKB
CHEMBL1908360	Fernandes2016	PIK3CA	EVEROLIMUS	CGI
CHEMBL1908360	Fernandes2016	MTOR	EVEROLIMUS	CGI
CHEMBL1908360	Fernandes2016	ATM	EVEROLIMUS	CKB
CHEMBL1908360	Fernandes2016	MPL	EVEROLIMUS	CKB
CHEMBL1908360	Fernandes2016	ESR1	EVEROLIMUS	CGI
CHEMBL1908360	Fernandes2016	STK11	EVEROLIMUS	CGI
CHEMBL1908360	Fernandes2016	PTEN	EVEROLIMUS	CGI
CHEMBL1908360	Fernandes2016	PBRM1	EVEROLIMUS	CGI
CHEMBL1908360	Fernandes2016	NF2	EVEROLIMUS	CIViC
CHEMBL1908360	Fernandes2016	MTOR	EVEROLIMUS	CIViC
CHEMBL1908360	Fernandes2016	NRAS	EVEROLIMUS	CIViC
CHEMBL1908360	Fernandes2016	AKT2	EVEROLIMUS	MyCancerGenomeClinicalTrial
CHEMBL1908360	Fernandes2016	MTOR	EVEROLIMUS	TEND
CHEMBL1908360	Fernandes2016	MTOR	EVEROLIMUS	OncoKB
CHEMBL1908360	Fernandes2016	GNA11	EVEROLIMUS	CKB
CHEMBL1908360	Fernandes2016	PIK3CA	EVEROLIMUS	ClearityFoundationBiomarkers
CHEMBL1908360	Fernandes2016	FKBP1A	EVEROLIMUS	ChemblInteractions
CHEMBL1908360	Fernandes2016	NF2	EVEROLIMUS	CGI
CHEMBL1908360	Fernandes2016	MTOR	EVEROLIMUS	TTD
CHEMBL1908360	Fernandes2016	KRAS	EVEROLIMUS	CKB
CHEMBL1908360	Fernandes2016	PIK3CA	EVEROLIMUS	CKB
CHEMBL1908360	Fernandes2016	AKT1	EVEROLIMUS	MyCancerGenomeClinicalTrial
CHEMBL1908360	Fernandes2016	STK11	EVEROLIMUS	CKB
CHEMBL1908360	Fernandes2016	MTOR	EVEROLIMUS	TdgClinicalTrial
CHEMBL1908360	Fernandes2016	AKT1	EVEROLIMUS	CGI
CHEMBL1908360	Fernandes2016	TSC2	EVEROLIMUS	OncoKB
CHEMBL1908360	Fernandes2016	BRCA1	EVEROLIMUS	CKB
CHEMBL1908360	Fernandes2016	MTOR	EVEROLIMUS	GuideToPharmacologyInteractions
CHEMBL1908360	Fernandes2016	RB1	EVEROLIMUS	CKB
CHEMBL278819	Fernandes2016	DRD2	MINAPRINE	TEND
CHEMBL278819	Fernandes2016	HTR2B	MINAPRINE	TdgClinicalTrial
CHEMBL278819	Fernandes2016	SLC6A4	MINAPRINE	TEND
CHEMBL278819	Fernandes2016	DRD1	MINAPRINE	TEND
CHEMBL278819	Fernandes2016	HTR2B	MINAPRINE	TEND
CHEMBL278819	Fernandes2016	HTR2C	MINAPRINE	TdgClinicalTrial
CHEMBL278819	Fernandes2016	HTR2B	MINAPRINE	TTD
CHEMBL278819	Fernandes2016	HTR2A	MINAPRINE	TdgClinicalTrial
CHEMBL278819	Fernandes2016	SLC6A4	MINAPRINE	TdgClinicalTrial
CHEMBL278819	Fernandes2016	DRD1	MINAPRINE	TdgClinicalTrial
CHEMBL278819	Fernandes2016	DRD2	MINAPRINE	TdgClinicalTrial
CHEMBL278819	Fernandes2016	HTR2A	MINAPRINE	TEND
CHEMBL278819	Fernandes2016	HTR2C	MINAPRINE	TEND
CHEMBL343448	Fernandes2016	ERBB2	DEPSIPEPTIDE	NCI
CHEMBL343448	Fernandes2016	MCL1	DEPSIPEPTIDE	NCI
CHEMBL343448	Fernandes2016	CDKN2D	DEPSIPEPTIDE	NCI
CHEMBL343448	Fernandes2016	CDKN1A	DEPSIPEPTIDE	NCI
CHEMBL12318	Fernandes2016	SLC17A9	CLODRONIC ACID	GuideToPharmacologyInteractions
CHEMBL12318	Fernandes2016	SLC25A4	CLODRONIC ACID	TTD
CHEMBL109480	Fuentealba2018	HSP90AB1	TANESPIMYCIN	ChemblInteractions
CHEMBL109480	Fuentealba2018	TP53	TANESPIMYCIN	CKB
CHEMBL109480	Fuentealba2018	MET	TANESPIMYCIN	GuideToPharmacologyInteractions
CHEMBL109480	Fuentealba2018	HSP90AA1	TANESPIMYCIN	MyCancerGenome
CHEMBL109480	Fuentealba2018	HSP90AA2P	TANESPIMYCIN	MyCancerGenome
CHEMBL109480	Fuentealba2018	HSP90AB1	TANESPIMYCIN	TdgClinicalTrial
CHEMBL109480	Fuentealba2018	HSP90AB1	TANESPIMYCIN	MyCancerGenome
CHEMBL109480	Fuentealba2018	HSP90AA1	TANESPIMYCIN	ChemblInteractions
CHEMBL109480	Fuentealba2018	HSP90AA1	TANESPIMYCIN	TTD
CHEMBL109480	Fuentealba2018	HSP90AA1	TANESPIMYCIN	TdgClinicalTrial
CHEMBL941	Fuentealba2018	PDGFRA	IMATINIB	DoCM
CHEMBL941	Fuentealba2018	KIT	IMATINIB	CIViC
CHEMBL941	Fuentealba2018	RET	IMATINIB	TEND
CHEMBL941	Fuentealba2018	PDGFRB	IMATINIB	FDA
CHEMBL941	Fuentealba2018	MET	IMATINIB	CKB
CHEMBL941	Fuentealba2018	NTRK1	IMATINIB	TdgClinicalTrial
CHEMBL941	Fuentealba2018	CSF1R	IMATINIB	DoCM
CHEMBL941	Fuentealba2018	KIT	IMATINIB	OncoKB
CHEMBL941	Fuentealba2018	KIT	IMATINIB	FDA
CHEMBL941	Fuentealba2018	ABL1	IMATINIB	GuideToPharmacologyInteractions
CHEMBL941	Fuentealba2018	ABL1	IMATINIB	OncoKB
CHEMBL941	Fuentealba2018	BCR	IMATINIB	FDA
CHEMBL941	Fuentealba2018	CSF1R	IMATINIB	CKB
CHEMBL941	Fuentealba2018	ABCG2	IMATINIB	NCI
CHEMBL941	Fuentealba2018	RET	IMATINIB	TdgClinicalTrial
CHEMBL941	Fuentealba2018	KIT	IMATINIB	CKB
CHEMBL941	Fuentealba2018	FLT3	IMATINIB	CKB
CHEMBL941	Fuentealba2018	EGFR	IMATINIB	CKB
CHEMBL941	Fuentealba2018	PDGFRB	IMATINIB	MyCancerGenome
CHEMBL941	Fuentealba2018	PDGFRB	IMATINIB	CGI
CHEMBL941	Fuentealba2018	KIT	IMATINIB	TEND
CHEMBL941	Fuentealba2018	KIT	IMATINIB	CGI
CHEMBL941	Fuentealba2018	NF2	IMATINIB	CGI
CHEMBL941	Fuentealba2018	PDGFRA	IMATINIB	OncoKB
CHEMBL941	Fuentealba2018	DDR2	IMATINIB	GuideToPharmacologyInteractions
CHEMBL941	Fuentealba2018	CSF1R	IMATINIB	TdgClinicalTrial
CHEMBL941	Fuentealba2018	PDGFRB	IMATINIB	CIViC
CHEMBL941	Fuentealba2018	CYP3A4	IMATINIB	NCI
CHEMBL941	Fuentealba2018	PDGFRA	IMATINIB	FDA
CHEMBL941	Fuentealba2018	NF1	IMATINIB	CGI
CHEMBL941	Fuentealba2018	PDGFRA	IMATINIB	CGI
CHEMBL941	Fuentealba2018	BCL2L11	IMATINIB	CIViC
CHEMBL941	Fuentealba2018	BCR	IMATINIB	TALC
CHEMBL941	Fuentealba2018	ABL1	IMATINIB	TdgClinicalTrial
CHEMBL941	Fuentealba2018	ALK	IMATINIB	NCI
CHEMBL941	Fuentealba2018	ABL1	IMATINIB	TEND
CHEMBL941	Fuentealba2018	MYC	IMATINIB	NCI
CHEMBL941	Fuentealba2018	CTNNB1	IMATINIB	CKB
CHEMBL941	Fuentealba2018	CD40LG	IMATINIB	NCI
CHEMBL941	Fuentealba2018	PDGFRA	IMATINIB	TEND
CHEMBL941	Fuentealba2018	DDR1	IMATINIB	TEND
CHEMBL941	Fuentealba2018	KIT	IMATINIB	TALC
CHEMBL941	Fuentealba2018	FIP1L1	IMATINIB	FDA
CHEMBL941	Fuentealba2018	SLC2A4	IMATINIB	NCI
CHEMBL941	Fuentealba2018	ETV6	IMATINIB	CKB
CHEMBL941	Fuentealba2018	BRAF	IMATINIB	CKB
CHEMBL941	Fuentealba2018	CSF1R	IMATINIB	TEND
CHEMBL941	Fuentealba2018	CDKN2A	IMATINIB	CKB
CHEMBL941	Fuentealba2018	ABCB1	IMATINIB	NCI
CHEMBL941	Fuentealba2018	PDGFRB	IMATINIB	TEND
CHEMBL941	Fuentealba2018	KIT	IMATINIB	DoCM
CHEMBL941	Fuentealba2018	KIT	IMATINIB	MyCancerGenome
CHEMBL941	Fuentealba2018	PRKCH	IMATINIB	CGI
CHEMBL941	Fuentealba2018	ABL2	IMATINIB	TTD
CHEMBL941	Fuentealba2018	ABL1	IMATINIB	CIViC
CHEMBL941	Fuentealba2018	CSF1R	IMATINIB	CGI
CHEMBL941	Fuentealba2018	ABL1	IMATINIB	MyCancerGenome
CHEMBL941	Fuentealba2018	CSF1R	IMATINIB	CIViC
CHEMBL941	Fuentealba2018	PDGFRA	IMATINIB	TdgClinicalTrial
CHEMBL941	Fuentealba2018	KRAS	IMATINIB	CGI
CHEMBL941	Fuentealba2018	PDGFRB	IMATINIB	OncoKB
CHEMBL941	Fuentealba2018	PDGFRA	IMATINIB	MyCancerGenome
CHEMBL941	Fuentealba2018	JAK2	IMATINIB	CKB
CHEMBL941	Fuentealba2018	DDR1	IMATINIB	TdgClinicalTrial
CHEMBL941	Fuentealba2018	PDGFRA	IMATINIB	CKB
CHEMBL941	Fuentealba2018	DDR1	IMATINIB	GuideToPharmacologyInteractions
CHEMBL941	Fuentealba2018	ABL1	IMATINIB	CGI
CHEMBL941	Fuentealba2018	BIRC5	IMATINIB	NCI
CHEMBL941	Fuentealba2018	SMAD4	IMATINIB	CKB
CHEMBL941	Fuentealba2018	KIT	IMATINIB	TTD
CHEMBL941	Fuentealba2018	ABL1	IMATINIB	FDA
CHEMBL941	Fuentealba2018	PDGFRA	IMATINIB	CIViC
CHEMBL941	Fuentealba2018	ABL1	IMATINIB	CKB
CHEMBL941	Fuentealba2018	NTRK1	IMATINIB	TEND
CHEMBL941	Fuentealba2018	KIT	IMATINIB	TdgClinicalTrial
CHEMBL941	Fuentealba2018	PDGFRB	IMATINIB	TdgClinicalTrial
CHEMBL535	Fuentealba2018	PTPRB	SUNITINIB	CIViC
CHEMBL535	Fuentealba2018	KIT	SUNITINIB	TTD
CHEMBL535	Fuentealba2018	PDGFB	SUNITINIB	MyCancerGenomeClinicalTrial
CHEMBL535	Fuentealba2018	PDGFC	SUNITINIB	MyCancerGenomeClinicalTrial
CHEMBL535	Fuentealba2018	KIT	SUNITINIB	OncoKB
CHEMBL535	Fuentealba2018	PDGFRB	SUNITINIB	TALC
CHEMBL535	Fuentealba2018	FLT4	SUNITINIB	TdgClinicalTrial
CHEMBL535	Fuentealba2018	KIT	SUNITINIB	CGI
CHEMBL535	Fuentealba2018	RET	SUNITINIB	CIViC
CHEMBL535	Fuentealba2018	HMOX1	SUNITINIB	CIViC
CHEMBL535	Fuentealba2018	RET	SUNITINIB	NCI
CHEMBL535	Fuentealba2018	PDGFRA	SUNITINIB	CIViC
CHEMBL535	Fuentealba2018	RET	SUNITINIB	CKB
CHEMBL535	Fuentealba2018	CSF1R	SUNITINIB	TEND
CHEMBL535	Fuentealba2018	FLT3	SUNITINIB	GuideToPharmacologyInteractions
CHEMBL535	Fuentealba2018	FLT3	SUNITINIB	TALC
CHEMBL535	Fuentealba2018	HIF1A	SUNITINIB	CGI
CHEMBL535	Fuentealba2018	RET	SUNITINIB	TdgClinicalTrial
CHEMBL535	Fuentealba2018	KDR	SUNITINIB	GuideToPharmacologyInteractions
CHEMBL535	Fuentealba2018	KRAS	SUNITINIB	CKB
CHEMBL535	Fuentealba2018	PDGFRA	SUNITINIB	TEND
CHEMBL535	Fuentealba2018	FLT3	SUNITINIB	MyCancerGenome
CHEMBL535	Fuentealba2018	FGFR1	SUNITINIB	GuideToPharmacologyInteractions
CHEMBL535	Fuentealba2018	PDGFRB	SUNITINIB	MyCancerGenome
CHEMBL535	Fuentealba2018	VHL	SUNITINIB	CGI
CHEMBL535	Fuentealba2018	AURKB	SUNITINIB	TTD
CHEMBL535	Fuentealba2018	KIT	SUNITINIB	DoCM
CHEMBL535	Fuentealba2018	PDGFRB	SUNITINIB	GuideToPharmacologyInteractions
CHEMBL535	Fuentealba2018	PDGFD	SUNITINIB	MyCancerGenomeClinicalTrial
CHEMBL535	Fuentealba2018	KIT	SUNITINIB	TALC
CHEMBL535	Fuentealba2018	RET	SUNITINIB	DoCM
CHEMBL535	Fuentealba2018	CA9	SUNITINIB	CGI
CHEMBL535	Fuentealba2018	PDGFRA	SUNITINIB	CKB
CHEMBL535	Fuentealba2018	KDR	SUNITINIB	CIViC
CHEMBL535	Fuentealba2018	KDR	SUNITINIB	MyCancerGenomeClinicalTrial
CHEMBL535	Fuentealba2018	RET	SUNITINIB	CGI
CHEMBL535	Fuentealba2018	FLT4	SUNITINIB	GuideToPharmacologyInteractions
CHEMBL535	Fuentealba2018	KDR	SUNITINIB	CKB
CHEMBL535	Fuentealba2018	MKI67	SUNITINIB	CGI
CHEMBL535	Fuentealba2018	FLT1	SUNITINIB	TEND
CHEMBL535	Fuentealba2018	KIT	SUNITINIB	TEND
CHEMBL535	Fuentealba2018	PDGFRA	SUNITINIB	CGI
CHEMBL535	Fuentealba2018	KDR	SUNITINIB	TdgClinicalTrial
