Study	pathID	Pathway	percentageTargeted	percentage_in_Human_GenAge	percentage_in_Model_GenAge	percentage_targeted_by_DrugAge
Fernandes2016	hsa04973	Carbohydrate digestion and absorption	0.14814814814814814	0.14814814814814814	0.37037037037037035	0.4444444444444444
Fuentealba2018	hsa04973	Carbohydrate digestion and absorption	0.07407407407407407	0.14814814814814814	0.37037037037037035	0.4444444444444444
Liu2016	hsa04973	Carbohydrate digestion and absorption	0.14814814814814814	0.14814814814814814	0.37037037037037035	0.4444444444444444
Mofidifar2018	hsa04973	Carbohydrate digestion and absorption	0	0.14814814814814814	0.37037037037037035	0.4444444444444444
Snell2016	hsa04973	Carbohydrate digestion and absorption	0	0.14814814814814814	0.37037037037037035	0.4444444444444444
Snell2018	hsa04973	Carbohydrate digestion and absorption	0.07407407407407407	0.14814814814814814	0.37037037037037035	0.4444444444444444
Yang2018	hsa04973	Carbohydrate digestion and absorption	0	0.14814814814814814	0.37037037037037035	0.4444444444444444
Ziehm2017	hsa04973	Carbohydrate digestion and absorption	0.25925925925925924	0.14814814814814814	0.37037037037037035	0.4444444444444444
Aliper2016	hsa04974	Protein digestion and absorption	0.03508771929824561	0.017543859649122806	0.10526315789473684	0.08771929824561403
Barardo2017	hsa04974	Protein digestion and absorption	0	0.017543859649122806	0.10526315789473684	0.08771929824561403
Calvert2016	hsa04974	Protein digestion and absorption	0	0.017543859649122806	0.10526315789473684	0.08771929824561403
Donertas2018	hsa04974	Protein digestion and absorption	0.03508771929824561	0.017543859649122806	0.10526315789473684	0.08771929824561403
Fernandes2016	hsa04974	Protein digestion and absorption	0	0.017543859649122806	0.10526315789473684	0.08771929824561403
Fuentealba2018	hsa04974	Protein digestion and absorption	0.017543859649122806	0.017543859649122806	0.10526315789473684	0.08771929824561403
Liu2016	hsa04974	Protein digestion and absorption	0.05263157894736842	0.017543859649122806	0.10526315789473684	0.08771929824561403
Mofidifar2018	hsa04974	Protein digestion and absorption	0	0.017543859649122806	0.10526315789473684	0.08771929824561403
Snell2016	hsa04974	Protein digestion and absorption	0	0.017543859649122806	0.10526315789473684	0.08771929824561403
Snell2018	hsa04974	Protein digestion and absorption	0.03508771929824561	0.017543859649122806	0.10526315789473684	0.08771929824561403
Yang2018	hsa04974	Protein digestion and absorption	0	0.017543859649122806	0.10526315789473684	0.08771929824561403
Ziehm2017	hsa04974	Protein digestion and absorption	0	0.017543859649122806	0.10526315789473684	0.08771929824561403
Aliper2016	hsa04975	Fat digestion and absorption	0.1111111111111111	0.05555555555555555	0	0.2222222222222222
Barardo2017	hsa04975	Fat digestion and absorption	0.05555555555555555	0.05555555555555555	0	0.2222222222222222
Calvert2016	hsa04975	Fat digestion and absorption	0.05555555555555555	0.05555555555555555	0	0.2222222222222222
Donertas2018	hsa04975	Fat digestion and absorption	0.16666666666666666	0.05555555555555555	0	0.2222222222222222
Fernandes2016	hsa04975	Fat digestion and absorption	0	0.05555555555555555	0	0.2222222222222222
Fuentealba2018	hsa04975	Fat digestion and absorption	0.1111111111111111	0.05555555555555555	0	0.2222222222222222
Liu2016	hsa04975	Fat digestion and absorption	0	0.05555555555555555	0	0.2222222222222222
Mofidifar2018	hsa04975	Fat digestion and absorption	0	0.05555555555555555	0	0.2222222222222222
Snell2016	hsa04975	Fat digestion and absorption	0	0.05555555555555555	0	0.2222222222222222
Snell2018	hsa04975	Fat digestion and absorption	0.05555555555555555	0.05555555555555555	0	0.2222222222222222
Yang2018	hsa04975	Fat digestion and absorption	0	0.05555555555555555	0	0.2222222222222222
Ziehm2017	hsa04975	Fat digestion and absorption	0	0.05555555555555555	0	0.2222222222222222
Aliper2016	hsa04976	Bile secretion	0.0851063829787234	0.02127659574468085	0.23404255319148937	0.23404255319148937
Barardo2017	hsa04976	Bile secretion	0.0425531914893617	0.02127659574468085	0.23404255319148937	0.23404255319148937
Calvert2016	hsa04976	Bile secretion	0.06382978723404255	0.02127659574468085	0.23404255319148937	0.23404255319148937
Donertas2018	hsa04976	Bile secretion	0.0851063829787234	0.02127659574468085	0.23404255319148937	0.23404255319148937
Fernandes2016	hsa04976	Bile secretion	0.0425531914893617	0.02127659574468085	0.23404255319148937	0.23404255319148937
Fuentealba2018	hsa04976	Bile secretion	0.06382978723404255	0.02127659574468085	0.23404255319148937	0.23404255319148937
Liu2016	hsa04976	Bile secretion	0.0851063829787234	0.02127659574468085	0.23404255319148937	0.23404255319148937
Mofidifar2018	hsa04976	Bile secretion	0	0.02127659574468085	0.23404255319148937	0.23404255319148937
Snell2016	hsa04976	Bile secretion	0.10638297872340426	0.02127659574468085	0.23404255319148937	0.23404255319148937
Snell2018	hsa04976	Bile secretion	0.1276595744680851	0.02127659574468085	0.23404255319148937	0.23404255319148937
Yang2018	hsa04976	Bile secretion	0	0.02127659574468085	0.23404255319148937	0.23404255319148937
Ziehm2017	hsa04976	Bile secretion	0.06382978723404255	0.02127659574468085	0.23404255319148937	0.23404255319148937
Aliper2016	hsa04977	Vitamin digestion and absorption	0.18181818181818182	0	0	0.36363636363636365
Barardo2017	hsa04977	Vitamin digestion and absorption	0.09090909090909091	0	0	0.36363636363636365
Calvert2016	hsa04977	Vitamin digestion and absorption	0	0	0	0.36363636363636365
Donertas2018	hsa04977	Vitamin digestion and absorption	0.2727272727272727	0	0	0.36363636363636365
Fernandes2016	hsa04977	Vitamin digestion and absorption	0	0	0	0.36363636363636365
Fuentealba2018	hsa04977	Vitamin digestion and absorption	0.09090909090909091	0	0	0.36363636363636365
Liu2016	hsa04977	Vitamin digestion and absorption	0	0	0	0.36363636363636365
Mofidifar2018	hsa04977	Vitamin digestion and absorption	0	0	0	0.36363636363636365
Snell2016	hsa04977	Vitamin digestion and absorption	0.18181818181818182	0	0	0.36363636363636365
Snell2018	hsa04977	Vitamin digestion and absorption	0.18181818181818182	0	0	0.36363636363636365
Yang2018	hsa04977	Vitamin digestion and absorption	0	0	0	0.36363636363636365
Ziehm2017	hsa04977	Vitamin digestion and absorption	0	0	0	0.36363636363636365
Aliper2016	hsa04978	Mineral absorption	0.07407407407407407	0.037037037037037035	0.2222222222222222	0.1111111111111111
Barardo2017	hsa04978	Mineral absorption	0.037037037037037035	0.037037037037037035	0.2222222222222222	0.1111111111111111
Calvert2016	hsa04978	Mineral absorption	0	0.037037037037037035	0.2222222222222222	0.1111111111111111
Donertas2018	hsa04978	Mineral absorption	0.037037037037037035	0.037037037037037035	0.2222222222222222	0.1111111111111111
Fernandes2016	hsa04978	Mineral absorption	0	0.037037037037037035	0.2222222222222222	0.1111111111111111
Fuentealba2018	hsa04978	Mineral absorption	0.037037037037037035	0.037037037037037035	0.2222222222222222	0.1111111111111111
Liu2016	hsa04978	Mineral absorption	0.07407407407407407	0.037037037037037035	0.2222222222222222	0.1111111111111111
Mofidifar2018	hsa04978	Mineral absorption	0	0.037037037037037035	0.2222222222222222	0.1111111111111111
Snell2016	hsa04978	Mineral absorption	0	0.037037037037037035	0.2222222222222222	0.1111111111111111
Snell2018	hsa04978	Mineral absorption	0.037037037037037035	0.037037037037037035	0.2222222222222222	0.1111111111111111
Yang2018	hsa04978	Mineral absorption	0	0.037037037037037035	0.2222222222222222	0.1111111111111111
Ziehm2017	hsa04978	Mineral absorption	0.037037037037037035	0.037037037037037035	0.2222222222222222	0.1111111111111111
Aliper2016	hsa04979	Cholesterol metabolism	0.11538461538461539	0.11538461538461539	0.07692307692307693	0.19230769230769232
Barardo2017	hsa04979	Cholesterol metabolism	0	0.11538461538461539	0.07692307692307693	0.19230769230769232
Calvert2016	hsa04979	Cholesterol metabolism	0	0.11538461538461539	0.07692307692307693	0.19230769230769232
Donertas2018	hsa04979	Cholesterol metabolism	0.15384615384615385	0.11538461538461539	0.07692307692307693	0.19230769230769232
Fernandes2016	hsa04979	Cholesterol metabolism	0	0.11538461538461539	0.07692307692307693	0.19230769230769232
Fuentealba2018	hsa04979	Cholesterol metabolism	0	0.11538461538461539	0.07692307692307693	0.19230769230769232
Liu2016	hsa04979	Cholesterol metabolism	0.07692307692307693	0.11538461538461539	0.07692307692307693	0.19230769230769232
Mofidifar2018	hsa04979	Cholesterol metabolism	0	0.11538461538461539	0.07692307692307693	0.19230769230769232
Snell2016	hsa04979	Cholesterol metabolism	0	0.11538461538461539	0.07692307692307693	0.19230769230769232
Snell2018	hsa04979	Cholesterol metabolism	0.038461538461538464	0.11538461538461539	0.07692307692307693	0.19230769230769232
Yang2018	hsa04979	Cholesterol metabolism	0	0.11538461538461539	0.07692307692307693	0.19230769230769232
Ziehm2017	hsa04979	Cholesterol metabolism	0	0.11538461538461539	0.07692307692307693	0.19230769230769232
Aliper2016	hsa05010	Alzheimer disease	0.02912621359223301	0.08737864077669903	0.2524271844660194	0.13592233009708737
Barardo2017	hsa05010	Alzheimer disease	0	0.08737864077669903	0.2524271844660194	0.13592233009708737
Calvert2016	hsa05010	Alzheimer disease	0.009708737864077669	0.08737864077669903	0.2524271844660194	0.13592233009708737
Donertas2018	hsa05010	Alzheimer disease	0.04854368932038835	0.08737864077669903	0.2524271844660194	0.13592233009708737
Fernandes2016	hsa05010	Alzheimer disease	0.019417475728155338	0.08737864077669903	0.2524271844660194	0.13592233009708737
Fuentealba2018	hsa05010	Alzheimer disease	0.009708737864077669	0.08737864077669903	0.2524271844660194	0.13592233009708737
Liu2016	hsa05010	Alzheimer disease	0.06796116504854369	0.08737864077669903	0.2524271844660194	0.13592233009708737
Mofidifar2018	hsa05010	Alzheimer disease	0	0.08737864077669903	0.2524271844660194	0.13592233009708737
Snell2016	hsa05010	Alzheimer disease	0.019417475728155338	0.08737864077669903	0.2524271844660194	0.13592233009708737
Snell2018	hsa05010	Alzheimer disease	0.04854368932038835	0.08737864077669903	0.2524271844660194	0.13592233009708737
Yang2018	hsa05010	Alzheimer disease	0	0.08737864077669903	0.2524271844660194	0.13592233009708737
Ziehm2017	hsa05010	Alzheimer disease	0.009708737864077669	0.08737864077669903	0.2524271844660194	0.13592233009708737
Aliper2016	hsa05012	Parkinson disease	0.027777777777777776	0.041666666666666664	0.2777777777777778	0.1388888888888889
Barardo2017	hsa05012	Parkinson disease	0	0.041666666666666664	0.2777777777777778	0.1388888888888889
Calvert2016	hsa05012	Parkinson disease	0.013888888888888888	0.041666666666666664	0.2777777777777778	0.1388888888888889
Donertas2018	hsa05012	Parkinson disease	0.041666666666666664	0.041666666666666664	0.2777777777777778	0.1388888888888889
Fernandes2016	hsa05012	Parkinson disease	0.041666666666666664	0.041666666666666664	0.2777777777777778	0.1388888888888889
Fuentealba2018	hsa05012	Parkinson disease	0.013888888888888888	0.041666666666666664	0.2777777777777778	0.1388888888888889
Liu2016	hsa05012	Parkinson disease	0.06944444444444445	0.041666666666666664	0.2777777777777778	0.1388888888888889
Mofidifar2018	hsa05012	Parkinson disease	0	0.041666666666666664	0.2777777777777778	0.1388888888888889
Snell2016	hsa05012	Parkinson disease	0.013888888888888888	0.041666666666666664	0.2777777777777778	0.1388888888888889
Snell2018	hsa05012	Parkinson disease	0.06944444444444445	0.041666666666666664	0.2777777777777778	0.1388888888888889
Yang2018	hsa05012	Parkinson disease	0	0.041666666666666664	0.2777777777777778	0.1388888888888889
Ziehm2017	hsa05012	Parkinson disease	0	0.041666666666666664	0.2777777777777778	0.1388888888888889
Aliper2016	hsa05014	Amyotrophic lateral sclerosis (ALS)	0.08333333333333333	0.2222222222222222	0.2222222222222222	0.2777777777777778
Barardo2017	hsa05014	Amyotrophic lateral sclerosis (ALS)	0.1111111111111111	0.2222222222222222	0.2222222222222222	0.2777777777777778
Calvert2016	hsa05014	Amyotrophic lateral sclerosis (ALS)	0.08333333333333333	0.2222222222222222	0.2222222222222222	0.2777777777777778
Donertas2018	hsa05014	Amyotrophic lateral sclerosis (ALS)	0.1388888888888889	0.2222222222222222	0.2222222222222222	0.2777777777777778
Fernandes2016	hsa05014	Amyotrophic lateral sclerosis (ALS)	0.08333333333333333	0.2222222222222222	0.2222222222222222	0.2777777777777778
Fuentealba2018	hsa05014	Amyotrophic lateral sclerosis (ALS)	0.08333333333333333	0.2222222222222222	0.2222222222222222	0.2777777777777778
Liu2016	hsa05014	Amyotrophic lateral sclerosis (ALS)	0.08333333333333333	0.2222222222222222	0.2222222222222222	0.2777777777777778
Mofidifar2018	hsa05014	Amyotrophic lateral sclerosis (ALS)	0	0.2222222222222222	0.2222222222222222	0.2777777777777778
Snell2016	hsa05014	Amyotrophic lateral sclerosis (ALS)	0.1111111111111111	0.2222222222222222	0.2222222222222222	0.2777777777777778
Snell2018	hsa05014	Amyotrophic lateral sclerosis (ALS)	0.1111111111111111	0.2222222222222222	0.2222222222222222	0.2777777777777778
Yang2018	hsa05014	Amyotrophic lateral sclerosis (ALS)	0	0.2222222222222222	0.2222222222222222	0.2777777777777778
Ziehm2017	hsa05014	Amyotrophic lateral sclerosis (ALS)	0.1388888888888889	0.2222222222222222	0.2222222222222222	0.2777777777777778
Aliper2016	hsa05016	Huntington disease	0.0410958904109589	0.2191780821917808	0.3561643835616438	0.1780821917808219
Barardo2017	hsa05016	Huntington disease	0.0410958904109589	0.2191780821917808	0.3561643835616438	0.1780821917808219
Calvert2016	hsa05016	Huntington disease	0.0958904109589041	0.2191780821917808	0.3561643835616438	0.1780821917808219
Donertas2018	hsa05016	Huntington disease	0.1232876712328767	0.2191780821917808	0.3561643835616438	0.1780821917808219
Fernandes2016	hsa05016	Huntington disease	0.0821917808219178	0.2191780821917808	0.3561643835616438	0.1780821917808219
Fuentealba2018	hsa05016	Huntington disease	0.0958904109589041	0.2191780821917808	0.3561643835616438	0.1780821917808219
Liu2016	hsa05016	Huntington disease	0.0547945205479452	0.2191780821917808	0.3561643835616438	0.1780821917808219
Mofidifar2018	hsa05016	Huntington disease	0	0.2191780821917808	0.3561643835616438	0.1780821917808219
Snell2016	hsa05016	Huntington disease	0.0136986301369863	0.2191780821917808	0.3561643835616438	0.1780821917808219
Snell2018	hsa05016	Huntington disease	0.136986301369863	0.2191780821917808	0.3561643835616438	0.1780821917808219
Yang2018	hsa05016	Huntington disease	0.0136986301369863	0.2191780821917808	0.3561643835616438	0.1780821917808219
Ziehm2017	hsa05016	Huntington disease	0.0136986301369863	0.2191780821917808	0.3561643835616438	0.1780821917808219
Aliper2016	hsa05020	Prion diseases	0.038461538461538464	0.23076923076923078	0.3076923076923077	0.23076923076923078
Barardo2017	hsa05020	Prion diseases	0.07692307692307693	0.23076923076923078	0.3076923076923077	0.23076923076923078
Calvert2016	hsa05020	Prion diseases	0.038461538461538464	0.23076923076923078	0.3076923076923077	0.23076923076923078
Donertas2018	hsa05020	Prion diseases	0.07692307692307693	0.23076923076923078	0.3076923076923077	0.23076923076923078
Fernandes2016	hsa05020	Prion diseases	0.038461538461538464	0.23076923076923078	0.3076923076923077	0.23076923076923078
Fuentealba2018	hsa05020	Prion diseases	0.11538461538461539	0.23076923076923078	0.3076923076923077	0.23076923076923078
Liu2016	hsa05020	Prion diseases	0.11538461538461539	0.23076923076923078	0.3076923076923077	0.23076923076923078
Mofidifar2018	hsa05020	Prion diseases	0	0.23076923076923078	0.3076923076923077	0.23076923076923078
Snell2016	hsa05020	Prion diseases	0.15384615384615385	0.23076923076923078	0.3076923076923077	0.23076923076923078
Snell2018	hsa05020	Prion diseases	0.11538461538461539	0.23076923076923078	0.3076923076923077	0.23076923076923078
Yang2018	hsa05020	Prion diseases	0	0.23076923076923078	0.3076923076923077	0.23076923076923078
Ziehm2017	hsa05020	Prion diseases	0.038461538461538464	0.23076923076923078	0.3076923076923077	0.23076923076923078
Aliper2016	hsa05030	Cocaine addiction	0.08571428571428572	0.2	0.14285714285714285	0.3142857142857143
Barardo2017	hsa05030	Cocaine addiction	0.05714285714285714	0.2	0.14285714285714285	0.3142857142857143
Calvert2016	hsa05030	Cocaine addiction	0.05714285714285714	0.2	0.14285714285714285	0.3142857142857143
Donertas2018	hsa05030	Cocaine addiction	0.11428571428571428	0.2	0.14285714285714285	0.3142857142857143
Fernandes2016	hsa05030	Cocaine addiction	0.05714285714285714	0.2	0.14285714285714285	0.3142857142857143
Fuentealba2018	hsa05030	Cocaine addiction	0.02857142857142857	0.2	0.14285714285714285	0.3142857142857143
Liu2016	hsa05030	Cocaine addiction	0.2	0.2	0.14285714285714285	0.3142857142857143
Mofidifar2018	hsa05030	Cocaine addiction	0	0.2	0.14285714285714285	0.3142857142857143
Snell2016	hsa05030	Cocaine addiction	0	0.2	0.14285714285714285	0.3142857142857143
Snell2018	hsa05030	Cocaine addiction	0.14285714285714285	0.2	0.14285714285714285	0.3142857142857143
Yang2018	hsa05030	Cocaine addiction	0	0.2	0.14285714285714285	0.3142857142857143
Ziehm2017	hsa05030	Cocaine addiction	0.02857142857142857	0.2	0.14285714285714285	0.3142857142857143
Aliper2016	hsa05031	Amphetamine addiction	0.06382978723404255	0.1702127659574468	0.2127659574468085	0.3404255319148936
Barardo2017	hsa05031	Amphetamine addiction	0	0.1702127659574468	0.2127659574468085	0.3404255319148936
Calvert2016	hsa05031	Amphetamine addiction	0.0425531914893617	0.1702127659574468	0.2127659574468085	0.3404255319148936
Donertas2018	hsa05031	Amphetamine addiction	0.0851063829787234	0.1702127659574468	0.2127659574468085	0.3404255319148936
Fernandes2016	hsa05031	Amphetamine addiction	0.0425531914893617	0.1702127659574468	0.2127659574468085	0.3404255319148936
Fuentealba2018	hsa05031	Amphetamine addiction	0.02127659574468085	0.1702127659574468	0.2127659574468085	0.3404255319148936
Liu2016	hsa05031	Amphetamine addiction	0.14893617021276595	0.1702127659574468	0.2127659574468085	0.3404255319148936
Mofidifar2018	hsa05031	Amphetamine addiction	0	0.1702127659574468	0.2127659574468085	0.3404255319148936
Snell2016	hsa05031	Amphetamine addiction	0	0.1702127659574468	0.2127659574468085	0.3404255319148936
Snell2018	hsa05031	Amphetamine addiction	0.06382978723404255	0.1702127659574468	0.2127659574468085	0.3404255319148936
Yang2018	hsa05031	Amphetamine addiction	0	0.1702127659574468	0.2127659574468085	0.3404255319148936
Ziehm2017	hsa05031	Amphetamine addiction	0	0.1702127659574468	0.2127659574468085	0.3404255319148936
Aliper2016	hsa05032	Morphine addiction	0.016129032258064516	0.04838709677419355	0.14516129032258066	0.16129032258064516
Barardo2017	hsa05032	Morphine addiction	0	0.04838709677419355	0.14516129032258066	0.16129032258064516
Calvert2016	hsa05032	Morphine addiction	0	0.04838709677419355	0.14516129032258066	0.16129032258064516
Donertas2018	hsa05032	Morphine addiction	0.04838709677419355	0.04838709677419355	0.14516129032258066	0.16129032258064516
Fernandes2016	hsa05032	Morphine addiction	0.08064516129032258	0.04838709677419355	0.14516129032258066	0.16129032258064516
Fuentealba2018	hsa05032	Morphine addiction	0	0.04838709677419355	0.14516129032258066	0.16129032258064516
Liu2016	hsa05032	Morphine addiction	0.11290322580645161	0.04838709677419355	0.14516129032258066	0.16129032258064516
Mofidifar2018	hsa05032	Morphine addiction	0	0.04838709677419355	0.14516129032258066	0.16129032258064516
Snell2016	hsa05032	Morphine addiction	0.3064516129032258	0.04838709677419355	0.14516129032258066	0.16129032258064516
Snell2018	hsa05032	Morphine addiction	0.03225806451612903	0.04838709677419355	0.14516129032258066	0.16129032258064516
Yang2018	hsa05032	Morphine addiction	0	0.04838709677419355	0.14516129032258066	0.16129032258064516
Ziehm2017	hsa05032	Morphine addiction	0	0.04838709677419355	0.14516129032258066	0.16129032258064516
Aliper2016	hsa05033	Nicotine addiction	0	0.02702702702702703	0	0
Barardo2017	hsa05033	Nicotine addiction	0	0.02702702702702703	0	0
Calvert2016	hsa05033	Nicotine addiction	0	0.02702702702702703	0	0
Donertas2018	hsa05033	Nicotine addiction	0	0.02702702702702703	0	0
Fernandes2016	hsa05033	Nicotine addiction	0	0.02702702702702703	0	0
Fuentealba2018	hsa05033	Nicotine addiction	0	0.02702702702702703	0	0
Liu2016	hsa05033	Nicotine addiction	0.02702702702702703	0.02702702702702703	0	0
Mofidifar2018	hsa05033	Nicotine addiction	0	0.02702702702702703	0	0
Snell2016	hsa05033	Nicotine addiction	0	0.02702702702702703	0	0
Snell2018	hsa05033	Nicotine addiction	0	0.02702702702702703	0	0
Yang2018	hsa05033	Nicotine addiction	0	0.02702702702702703	0	0
Ziehm2017	hsa05033	Nicotine addiction	0	0.02702702702702703	0	0
Aliper2016	hsa05034	Alcoholism	0.08196721311475409	0.18032786885245902	0.16393442622950818	0.5245901639344263
Barardo2017	hsa05034	Alcoholism	0.04918032786885246	0.18032786885245902	0.16393442622950818	0.5245901639344263
Calvert2016	hsa05034	Alcoholism	0.29508196721311475	0.18032786885245902	0.16393442622950818	0.5245901639344263
Donertas2018	hsa05034	Alcoholism	0.32786885245901637	0.18032786885245902	0.16393442622950818	0.5245901639344263
Fernandes2016	hsa05034	Alcoholism	0.2786885245901639	0.18032786885245902	0.16393442622950818	0.5245901639344263
Fuentealba2018	hsa05034	Alcoholism	0.3114754098360656	0.18032786885245902	0.16393442622950818	0.5245901639344263
Liu2016	hsa05034	Alcoholism	0.14754098360655737	0.18032786885245902	0.16393442622950818	0.5245901639344263
Mofidifar2018	hsa05034	Alcoholism	0	0.18032786885245902	0.16393442622950818	0.5245901639344263
Snell2016	hsa05034	Alcoholism	0.08196721311475409	0.18032786885245902	0.16393442622950818	0.5245901639344263
Snell2018	hsa05034	Alcoholism	0.2786885245901639	0.18032786885245902	0.16393442622950818	0.5245901639344263
Yang2018	hsa05034	Alcoholism	0	0.18032786885245902	0.16393442622950818	0.5245901639344263
Ziehm2017	hsa05034	Alcoholism	0.09836065573770492	0.18032786885245902	0.16393442622950818	0.5245901639344263
Aliper2016	hsa05100	Bacterial invasion of epithelial cells	0.045454545454545456	0.2727272727272727	0.3181818181818182	0.5
Barardo2017	hsa05100	Bacterial invasion of epithelial cells	0.09090909090909091	0.2727272727272727	0.3181818181818182	0.5
Calvert2016	hsa05100	Bacterial invasion of epithelial cells	0.18181818181818182	0.2727272727272727	0.3181818181818182	0.5
Donertas2018	hsa05100	Bacterial invasion of epithelial cells	0.18181818181818182	0.2727272727272727	0.3181818181818182	0.5
Fernandes2016	hsa05100	Bacterial invasion of epithelial cells	0.09090909090909091	0.2727272727272727	0.3181818181818182	0.5
Fuentealba2018	hsa05100	Bacterial invasion of epithelial cells	0.2727272727272727	0.2727272727272727	0.3181818181818182	0.5
Liu2016	hsa05100	Bacterial invasion of epithelial cells	0.09090909090909091	0.2727272727272727	0.3181818181818182	0.5
Mofidifar2018	hsa05100	Bacterial invasion of epithelial cells	0	0.2727272727272727	0.3181818181818182	0.5
Snell2016	hsa05100	Bacterial invasion of epithelial cells	0.045454545454545456	0.2727272727272727	0.3181818181818182	0.5
Snell2018	hsa05100	Bacterial invasion of epithelial cells	0.13636363636363635	0.2727272727272727	0.3181818181818182	0.5
Yang2018	hsa05100	Bacterial invasion of epithelial cells	0	0.2727272727272727	0.3181818181818182	0.5
Ziehm2017	hsa05100	Bacterial invasion of epithelial cells	0.45454545454545453	0.2727272727272727	0.3181818181818182	0.5
Aliper2016	hsa05110	Vibrio cholerae infection	0.07692307692307693	0.15384615384615385	0.23076923076923078	0.23076923076923078
Barardo2017	hsa05110	Vibrio cholerae infection	0	0.15384615384615385	0.23076923076923078	0.23076923076923078
Calvert2016	hsa05110	Vibrio cholerae infection	0	0.15384615384615385	0.23076923076923078	0.23076923076923078
Donertas2018	hsa05110	Vibrio cholerae infection	0	0.15384615384615385	0.23076923076923078	0.23076923076923078
Fernandes2016	hsa05110	Vibrio cholerae infection	0	0.15384615384615385	0.23076923076923078	0.23076923076923078
Fuentealba2018	hsa05110	Vibrio cholerae infection	0	0.15384615384615385	0.23076923076923078	0.23076923076923078
Liu2016	hsa05110	Vibrio cholerae infection	0.07692307692307693	0.15384615384615385	0.23076923076923078	0.23076923076923078
Mofidifar2018	hsa05110	Vibrio cholerae infection	0	0.15384615384615385	0.23076923076923078	0.23076923076923078
Snell2016	hsa05110	Vibrio cholerae infection	0	0.15384615384615385	0.23076923076923078	0.23076923076923078
Snell2018	hsa05110	Vibrio cholerae infection	0	0.15384615384615385	0.23076923076923078	0.23076923076923078
Yang2018	hsa05110	Vibrio cholerae infection	0	0.15384615384615385	0.23076923076923078	0.23076923076923078
Ziehm2017	hsa05110	Vibrio cholerae infection	0	0.15384615384615385	0.23076923076923078	0.23076923076923078
Aliper2016	hsa05120	Epithelial cell signaling in Helicobacter pylori infection	0.1111111111111111	0.3055555555555556	0.1111111111111111	0.3055555555555556
Barardo2017	hsa05120	Epithelial cell signaling in Helicobacter pylori infection	0.027777777777777776	0.3055555555555556	0.1111111111111111	0.3055555555555556
Calvert2016	hsa05120	Epithelial cell signaling in Helicobacter pylori infection	0.08333333333333333	0.3055555555555556	0.1111111111111111	0.3055555555555556
Donertas2018	hsa05120	Epithelial cell signaling in Helicobacter pylori infection	0.2222222222222222	0.3055555555555556	0.1111111111111111	0.3055555555555556
Fernandes2016	hsa05120	Epithelial cell signaling in Helicobacter pylori infection	0.08333333333333333	0.3055555555555556	0.1111111111111111	0.3055555555555556
Fuentealba2018	hsa05120	Epithelial cell signaling in Helicobacter pylori infection	0.1111111111111111	0.3055555555555556	0.1111111111111111	0.3055555555555556
Liu2016	hsa05120	Epithelial cell signaling in Helicobacter pylori infection	0.1111111111111111	0.3055555555555556	0.1111111111111111	0.3055555555555556
Mofidifar2018	hsa05120	Epithelial cell signaling in Helicobacter pylori infection	0.027777777777777776	0.3055555555555556	0.1111111111111111	0.3055555555555556
Snell2016	hsa05120	Epithelial cell signaling in Helicobacter pylori infection	0.08333333333333333	0.3055555555555556	0.1111111111111111	0.3055555555555556
Snell2018	hsa05120	Epithelial cell signaling in Helicobacter pylori infection	0.08333333333333333	0.3055555555555556	0.1111111111111111	0.3055555555555556
Yang2018	hsa05120	Epithelial cell signaling in Helicobacter pylori infection	0	0.3055555555555556	0.1111111111111111	0.3055555555555556
Ziehm2017	hsa05120	Epithelial cell signaling in Helicobacter pylori infection	0.2222222222222222	0.3055555555555556	0.1111111111111111	0.3055555555555556
Aliper2016	hsa05130	Pathogenic Escherichia coli infection	0.09090909090909091	0.12121212121212122	0.12121212121212122	0.18181818181818182
Barardo2017	hsa05130	Pathogenic Escherichia coli infection	0	0.12121212121212122	0.12121212121212122	0.18181818181818182
Calvert2016	hsa05130	Pathogenic Escherichia coli infection	0	0.12121212121212122	0.12121212121212122	0.18181818181818182
Donertas2018	hsa05130	Pathogenic Escherichia coli infection	0.030303030303030304	0.12121212121212122	0.12121212121212122	0.18181818181818182
Fernandes2016	hsa05130	Pathogenic Escherichia coli infection	0.030303030303030304	0.12121212121212122	0.12121212121212122	0.18181818181818182
Fuentealba2018	hsa05130	Pathogenic Escherichia coli infection	0.12121212121212122	0.12121212121212122	0.12121212121212122	0.18181818181818182
Liu2016	hsa05130	Pathogenic Escherichia coli infection	0	0.12121212121212122	0.12121212121212122	0.18181818181818182
Mofidifar2018	hsa05130	Pathogenic Escherichia coli infection	0	0.12121212121212122	0.12121212121212122	0.18181818181818182
Snell2016	hsa05130	Pathogenic Escherichia coli infection	0	0.12121212121212122	0.12121212121212122	0.18181818181818182
Snell2018	hsa05130	Pathogenic Escherichia coli infection	0.030303030303030304	0.12121212121212122	0.12121212121212122	0.18181818181818182
Yang2018	hsa05130	Pathogenic Escherichia coli infection	0	0.12121212121212122	0.12121212121212122	0.18181818181818182
Ziehm2017	hsa05130	Pathogenic Escherichia coli infection	0.09090909090909091	0.12121212121212122	0.12121212121212122	0.18181818181818182
Aliper2016	hsa05131	Shigellosis	0.13793103448275862	0.3103448275862069	0.27586206896551724	0.3793103448275862
Barardo2017	hsa05131	Shigellosis	0.034482758620689655	0.3103448275862069	0.27586206896551724	0.3793103448275862
